max_rh_93710,max_soil_temp_93710,min_wss_93720,date,Season,year,aqi,ozone,pm25,nox,pollutant
73,25.1,0.0,2017-07-10T00:00:00,1.0,2017,201,0.0883999466896057,31.2,0.0194,ozone
52,25.1,0.0,2017-07-09T00:00:00,1.0,2017,112,0.0741999745368958,18.9,0.013,ozone
56,26.1,0.0,2017-08-07T00:00:00,1.0,2017,95,0.068399965763092,20.4,0.0109,ozone
73,27.1,0.0,2017-09-01T00:00:00,1.0,2017,201,0.0922999978065491,31.3,0.0259,ozone
68,27.1,0.0,2017-08-31T00:00:00,1.0,2017,200,0.0983999371528625,30.4,0.0279,ozone
90,6.9,0.0,2017-12-19T00:00:00,0.75,2017,109,0.0366999953985214,38.7,0.1263,pm25
90,7.4,0.0,2017-12-18T00:00:00,0.75,2017,99,0.0339999981224537,35.0,0.0958999,pm25
94,8.8,0.0,2017-12-08T00:00:00,0.75,2017,138,0.0393999926745892,50.6,0.0919,pm25
98,9.3,0.0,2017-12-28T00:00:00,0.0,2017,160,0.0463999919593334,72.4,0.0943,pm25
97,10.3,0.0,2017-01-28T00:00:00,0.0,2017,94,0.0406999960541725,32.7,0.0951999,pm25
98,10.8,0.0,2017-01-31T00:00:00,0.0,2017,127,0.045499999076128,46.1,0.1027,pm25
96,11.3,1.5,2017-01-21T00:00:00,0.0,2017,50,0.0423999913036823,11.9,0.0149,pm25
97,11.3,0.0,2017-01-24T00:00:00,0.0,2017,65,0.0416000038385391,18.8,0.0588,pm25
98,11.3,0.0,2017-01-17T00:00:00,0.0,2017,106,0.0196999944746494,37.6,0.0929,pm25
97,11.8,0.0,2017-01-14T00:00:00,0.0,2017,66,0.0266999937593937,19.2,0.0175,pm25
96,12.3,0.0,2017-03-01T00:00:00,0.0,2017,60,0.0468000024557114,16.6,0.0734,pm25
93,12.3,0.0,2017-03-07T00:00:00,0.0,2017,59,0.0514999963343143,15.8,0.0249,pm25
96,12.8,0.0,2017-01-08T00:00:00,0.0,2017,48,0.0234999991953373,11.6,0.0095,pm25
96,12.8,0.0,2017-01-12T00:00:00,0.0,2017,55,0.0361999943852425,13.9,0.0342,pm25
96,13.3,0.0,2017-03-09T00:00:00,0.0,2017,74,0.0613000020384789,23.1,0.0425,pm25
97,13.3,0.0,2017-02-12T00:00:00,0.0,2017,62,0.037600003182888,17.5,0.037,pm25
97,13.8,0.0,2017-03-10T00:00:00,0.0,2017,86,0.0501999966800213,28.9,0.0337,pm25
96,13.8,0.0,2017-02-09T00:00:00,0.0,2017,59,0.0106999985873699,16.0,0.0287,pm25
95,13.8,1.5,2017-02-08T00:00:00,0.0,2017,52,0.0233999937772751,12.5,0.0127,pm25
99,14.3,0.0,2017-03-11T00:00:00,0.0,2017,102,0.0591999962925911,35.9,0.0305,pm25
99,14.3,0.0,2017-12-02T00:00:00,0.75,2017,160,0.0411999933421612,72.6,0.0707,pm25
99,14.8,0.0,2017-03-12T00:00:00,0.0,2017,96,0.0601000040769577,33.4,0.0298,pm25
90,15.3,0.0,2017-04-01T00:00:00,0.25,2017,76,0.0627999901771545,15.1,0.0246,ozone
95,15.3,0.0,2017-03-29T00:00:00,0.25,2017,75,0.0623000003397465,13.7,0.0292,ozone
94,15.3,1.5,2017-03-27T00:00:00,0.25,2017,41,0.0438000001013279,7.9,0.0079,ozone
98,15.3,0.0,2017-11-29T00:00:00,0.75,2017,101,0.0362999998033047,35.6,0.0653999,pm25
88,15.8,0.0,2017-03-20T00:00:00,0.25,2017,63,0.0496000051498413,18.0,0.0186,pm25
90,15.8,0.0,2017-03-22T00:00:00,0.25,2017,51,0.0393999926745892,12.2,0.0174,pm25
93,16.6,0.0,2017-04-21T00:00:00,0.25,2017,100,0.0706999897956848,14.8,0.0241,ozone
82,16.6,2.1,2017-04-12T00:00:00,0.25,2017,74,0.0471999943256378,23.1,0.0098,pm25
94,16.6,0.0,2017-04-17T00:00:00,0.25,2017,58,0.0479999966919422,15.2,0.0111,pm25
98,16.6,0.0,2017-04-19T00:00:00,0.25,2017,50,0.0548000000417233,11.4,0.0196,ozone
98,16.6,0.0,2017-11-18T00:00:00,0.75,2017,103,0.0393000021576881,36.4,0.0508,pm25
83,16.6,0.0,2017-11-08T00:00:00,0.75,2017,63,0.04789999127388,17.8,0.0347,pm25
97,17.6,0.0,2017-10-22T00:00:00,0.75,2017,73,0.05460000410676,22.5,0.043,pm25
91,18.6,0.0,2017-10-31T00:00:00,0.75,2017,71,0.0426999963819981,21.8,0.0365,pm25
83,19.6,2.1,2017-06-01T00:00:00,0.25,2017,47,0.0503999926149845,8.3,0.0098,ozone
76,19.6,0.0,2017-05-23T00:00:00,0.25,2017,200,0.0981999635696411,20.6,0.0226,ozone
80,19.6,0.0,2017-05-25T00:00:00,0.25,2017,73,0.0616000033915043,12.6,0.0099,ozone
84,19.6,1.5,2017-05-29T00:00:00,0.25,2017,68,0.0601000040769577,20.0,0.0093,pm25
79,19.6,0.0,2017-05-31T00:00:00,0.25,2017,47,0.0503999926149845,10.2,0.0101,ozone
88,24.6,1.5,2017-09-14T00:00:00,1.0,2017,93,0.067799985408783,15.8,0.0097,ozone
74,25.6,1.5,2017-07-25T00:00:00,1.0,2017,89,0.0664999485015869,25.8,0.0131,ozone
79,25.6,0.0,2017-08-19T00:00:00,1.0,2017,141,0.0823999643325806,28.6,0.0135,ozone
75,25.6,0.0,2017-08-20T00:00:00,1.0,2017,110,0.073699951171875,28.8,0.0086,ozone
62,25.6,1.5,2017-06-30T00:00:00,1.0,2017,96,0.0686999559402466,20.5,0.0142,ozone
54,25.6,0.0,2017-07-27T00:00:00,1.0,2017,123,0.0771999955177307,25.4,0.0145,ozone
66,25.6,0.0,2017-07-22T00:00:00,1.0,2017,119,0.0760999917984009,22.8,0.0162,ozone
79,26.6,1.5,2017-06-27T00:00:00,1.0,2017,81,0.064300000667572,13.7,0.007,ozone
64,27.6,1.5,2017-06-24T00:00:00,1.0,2017,201,0.09579998254776,24.0,0.0101,ozone
70,28.6,1.5,2017-09-04T00:00:00,1.0,2017,97,0.0691999793052673,33.4,0.0102,ozone
83,16.3,3.1,2017-05-17T00:00:00,0.25,2017,46,0.0499999970197678,10.5,0.0074,ozone
80,16.3,1.5,2017-05-16T00:00:00,0.25,2017,60,0.0507999993860722,16.3,0.0066,pm25
96,16.3,0.0,2017-11-27T00:00:00,0.75,2017,56,0.0452999994158745,14.4,0.0268,pm25
99,16.3,0.0,2017-11-24T00:00:00,0.75,2017,154,0.0441999956965446,61.0,0.0428,pm25
95,16.3,0.0,2017-11-26T00:00:00,0.75,2017,69,0.0366999953985214,20.6,0.016,pm25
88,16.3,3.1,2017-04-14T00:00:00,0.25,2017,47,0.0504999980330467,6.9,0.0083,ozone
89,19.3,0.0,2017-05-08T00:00:00,0.25,2017,94,0.0681999921798706,23.5,0.0449,ozone
62,20.3,2.1,2017-06-15T00:00:00,0.25,2017,65,0.0593000017106533,11.7,0.0142,ozone
77,22.3,0.0,2017-06-18T00:00:00,0.25,2017,134,0.080299973487854,19.3,0.0146,ozone
70,22.3,2.6,2017-09-19T00:00:00,1.0,2017,52,0.0508999936282635,12.4,0.0086,pm25
67,23.3,0.0,2017-06-20T00:00:00,1.0,2017,201,0.0866999626159668,20.5,0.0263,ozone
79,25.3,0.0,2017-07-02T00:00:00,1.0,2017,121,0.0767999887466431,20.1,0.01,ozone
49,25.3,1.5,2017-07-05T00:00:00,1.0,2017,201,0.0919999480247498,32.0,0.01,ozone
73,25.3,1.5,2017-08-23T00:00:00,1.0,2017,201,0.0868999361991882,23.9,0.0168,ozone
74,25.3,0.0,2017-08-25T00:00:00,1.0,2017,201,0.0930999517440796,22.4,0.0223,ozone
53,25.3,1.5,2017-07-07T00:00:00,1.0,2017,201,0.090999960899353,36.7,0.0164,ozone
64,25.3,0.0,2017-08-24T00:00:00,1.0,2017,201,0.0906999707221985,26.7,0.0183,ozone
52,25.3,1.5,2017-07-06T00:00:00,1.0,2017,201,0.092199981212616,22.2,0.0111,ozone
54,25.3,0.0,2017-07-08T00:00:00,1.0,2017,142,0.0827999711036682,21.7,0.0168,ozone
77,26.3,0.0,2017-08-06T00:00:00,1.0,2017,73,0.0576000027358532,22.6,0.0112,pm25
55,26.3,1.5,2017-07-31T00:00:00,1.0,2017,124,0.0776000022888184,20.3,0.0145,ozone
76,26.3,0.0,2017-07-30T00:00:00,1.0,2017,131,0.0796999931335449,23.2,0.0126,ozone
98,7.2,0.0,2017-12-13T00:00:00,0.75,2017,160,0.0439999997615814,72.1,0.1155,pm25
97,8.4,0.0,2017-12-16T00:00:00,0.75,2017,163,0.0298999920487404,78.4,0.0649,pm25
98,9.4,0.0,2017-12-29T00:00:00,0.0,2017,166,0.0479999966919422,84.4,0.1063,pm25
98,9.4,0.0,2017-12-30T00:00:00,0.0,2017,163,0.0452999994158745,78.9,0.1003,pm25
97,10.4,0.0,2017-01-29T00:00:00,0.0,2017,97,0.0411000028252602,33.9,0.0801,pm25
97,10.9,0.0,2017-01-18T00:00:00,0.0,2017,109,0.0406999960541725,38.7,0.0452,pm25
97,10.9,0.0,2017-01-25T00:00:00,0.0,2017,77,0.0368000008165836,24.4,0.062,pm25
85,11.9,0.0,2017-02-02T00:00:00,0.0,2017,92,0.038199994713068,31.8,0.023,pm25
93,12.4,2.1,2017-02-06T00:00:00,0.0,2017,48,0.0338999927043915,11.5,0.0107,pm25
96,12.4,0.0,2017-03-02T00:00:00,0.0,2017,64,0.0553999915719032,18.2,0.072,pm25
96,12.9,0.0,2017-02-24T00:00:00,0.0,2017,62,0.0441000051796436,17.1,0.0702,pm25
93,12.9,0.0,2017-03-04T00:00:00,0.0,2017,64,0.0591000057756901,18.5,0.0366,pm25
97,12.9,0.0,2017-01-11T00:00:00,0.0,2017,48,0.0371999964118004,11.6,0.0364,pm25
97,13.4,2.1,2017-02-20T00:00:00,0.0,2017,47,0.0388000011444092,11.2,0.005,pm25
86,13.9,2.1,2017-02-21T00:00:00,0.0,2017,51,0.0456999950110912,12.1,0.0081,pm25
98,14.4,0.0,2017-12-03T00:00:00,0.75,2017,158,0.0379999987781048,69.0,0.0411,pm25
99,14.9,0.0,2017-11-30T00:00:00,0.75,2017,129,0.0371999964118004,47.0,0.0782,pm25
94,15.4,0.0,2017-03-23T00:00:00,0.25,2017,58,0.048399992287159,15.4,0.0177,pm25
93,15.9,0.0,2017-04-05T00:00:00,0.25,2017,111,0.0738999843597412,20.5,0.0534,ozone
93,15.9,0.0,2017-03-19T00:00:00,0.0,2017,79,0.0581999942660332,25.6,0.0175,pm25
98,15.9,0.0,2017-03-17T00:00:00,0.0,2017,73,0.0616999939084053,21.4,0.0428,ozone
92,15.9,0.0,2017-04-10T00:00:00,0.25,2017,54,0.0559999980032444,11.8,0.0161,ozone
67,15.9,0.0,2017-05-13T00:00:00,0.25,2017,49,0.0527999997138977,7.1,0.0044,ozone
74,15.9,2.1,2017-05-14T00:00:00,0.25,2017,46,0.0498999916017056,10.0,0.0067,ozone
81,16.8,0.0,2017-04-29T00:00:00,0.25,2017,100,0.0705999732017517,18.6,0.0157,ozone
95,16.8,0.0,2017-11-12T00:00:00,0.75,2017,75,0.0436000041663647,23.5,0.054,pm25
96,16.8,0.0,2017-11-07T00:00:00,0.75,2017,77,0.0501999966800213,24.3,0.0872,pm25
94,17.8,0.0,2017-11-02T00:00:00,0.75,2017,95,0.0291999951004982,33.1,0.0557,pm25
82,17.8,0.0,2017-10-05T00:00:00,0.75,2017,92,0.0673999786376953,20.5,0.0563,ozone
95,17.8,0.0,2017-10-23T00:00:00,0.75,2017,81,0.064300000667572,20.0,0.0471,ozone
88,17.8,0.0,2017-11-03T00:00:00,0.75,2017,79,0.0433000028133392,25.5,0.0189,pm25
77,18.8,0.0,2017-05-21T00:00:00,0.25,2017,130,0.0792999863624573,16.5,0.0114,ozone
92,18.8,0.0,2017-10-27T00:00:00,0.75,2017,201,0.0882999897003174,25.4,0.0459,ozone
94,18.8,0.0,2017-10-29T00:00:00,0.75,2017,121,0.07669997215271,31.7,0.0264,ozone
74,19.8,0.0,2017-10-02T00:00:00,0.75,2017,58,0.0571999959647655,15.4,0.0302,pm25
90,20.8,0.0,2017-09-22T00:00:00,0.75,2017,69,0.0223000012338161,20.6,0.0323,pm25
71,23.8,1.5,2017-09-15T00:00:00,1.0,2017,56,0.0511999949812889,14.4,0.0118,pm25
78,24.8,0.0,2017-07-15T00:00:00,1.0,2017,100,0.0705999732017517,16.4,0.0151,ozone
76,24.8,0.0,2017-07-17T00:00:00,1.0,2017,130,0.0793999433517456,22.8,0.0333,ozone
85,24.8,0.0,2017-09-11T00:00:00,1.0,2017,108,0.0728999376296997,33.9,0.031,ozone
47,25.8,0.0,2017-08-30T00:00:00,1.0,2017,200,0.0999999642372131,26.1,0.0202,ozone
87,25.8,1.5,2017-08-11T00:00:00,1.0,2017,114,0.0745999813079834,24.4,0.017,ozone
57,25.8,1.5,2017-07-20T00:00:00,1.0,2017,97,0.0664999485015869,34.0,0.0133,pm25
63,27.8,1.5,2017-06-23T00:00:00,1.0,2017,200,0.103499948978424,24.6,0.0182,ozone
69,28.8,1.5,2017-09-03T00:00:00,1.0,2017,201,0.0889999866485596,55.9,0.0143,ozone
71,28.8,0.0,2017-09-02T00:00:00,1.0,2017,200,0.0981999635696411,42.4,0.0186,ozone
88,10.5,0.0,2018-02-14T00:00:00,0.0,2018,58,0.0401999950408936,15.6,0.0484,pm25
98,10.5,0.0,2018-01-21T00:00:00,0.0,2018,106,0.035300001502037,37.6,0.0534,pm25
100,11.0,0.0,2018-12-31T00:00:00,0.0,2018,168,0.0276000052690506,88.5,0.0648,pm25
98,11.0,0.0,2018-01-23T00:00:00,0.0,2018,68,0.0291999951004982,20.3,0.0307,pm25
99,11.5,0.0,2018-01-13T00:00:00,0.0,2018,67,0.0204999968409538,19.5,0.0171,pm25
99,11.5,0.0,2018-01-05T00:00:00,0.0,2018,86,0.0318000018596649,28.7,0.0507,pm25
99,11.5,0.0,2018-02-05T00:00:00,0.0,2018,130,0.04789999127388,47.1,0.0696999,pm25
87,12.0,0.0,2018-02-11T00:00:00,0.0,2018,64,0.0452999994158745,18.3,0.0328,pm25
98,12.0,0.0,2018-03-18T00:00:00,0.0,2018,41,0.0438999906182289,9.7,0.0183,ozone
95,12.0,0.0,2018-02-09T00:00:00,0.0,2018,104,0.0603999905288219,36.6,0.0635,pm25
100,13.0,0.0,2018-12-14T00:00:00,0.75,2018,97,0.0148999989032745,33.9,0.1047,pm25
83,14.0,1.5,2018-03-23T00:00:00,0.25,2018,44,0.0476999953389168,7.6,0.0136,ozone
100,14.5,0.0,2018-12-02T00:00:00,0.75,2018,81,0.0339999981224537,26.4,0.0458,pm25
96,15.0,0.0,2018-11-18T00:00:00,0.75,2018,163,0.0735999941825867,79.1,0.0592,pm25
100,15.5,0.0,2018-11-27T00:00:00,0.75,2018,104,0.0324999988079071,36.9,0.0739,pm25
100,15.5,0.0,2018-11-28T00:00:00,0.75,2018,95,0.0278999917209148,33.1,0.0127,pm25
95,15.5,0.0,2018-04-16T00:00:00,0.25,2018,45,0.0464999973773956,10.9,0.0114,pm25
87,16.0,0.0,2018-11-13T00:00:00,0.75,2018,90,0.0443999916315079,30.6,0.0771,pm25
98,16.0,0.0,2018-04-23T00:00:00,0.25,2018,84,0.0649999976158142,20.1,0.0279,ozone
84,16.0,0.0,2018-05-01T00:00:00,0.25,2018,56,0.0466999933123589,14.5,0.0093,pm25
89,18.0,0.0,2018-11-08T00:00:00,0.75,2018,69,0.0471000038087368,20.8,0.0441,pm25
100,18.0,0.0,2018-04-01T00:00:00,0.25,2018,56,0.0549999997019768,14.5,0.0164,pm25
87,20.0,0.0,2018-10-21T00:00:00,0.75,2018,133,0.0800999999046326,19.6,0.0357,ozone
84,20.0,0.0,2018-10-20T00:00:00,0.75,2018,145,0.0835999846458435,25.2,0.0496,ozone
80,21.0,1.5,2018-05-15T00:00:00,0.25,2018,58,0.056999996304512,15.0,0.0066,ozone
66,21.0,2.1,2018-05-25T00:00:00,0.25,2018,38,0.040999997407198,8.9,0.006,ozone
76,21.0,2.1,2018-05-16T00:00:00,0.25,2018,43,0.0463999919593334,9.5,0.006,ozone
75,22.0,3.1,2018-05-31T00:00:00,0.25,2018,49,0.0526000037789345,10.0,0.0061,ozone
81,22.0,0.0,2018-06-03T00:00:00,0.25,2018,138,0.0815999507904053,21.2,0.0177,ozone
88,22.0,0.0,2018-06-12T00:00:00,0.25,2018,125,0.0779999494552612,18.1,0.0192,ozone
86,23.0,0.0,2018-09-21T00:00:00,1.0,2018,201,0.096299946308136,18.5,0.0359,ozone
77,23.0,0.0,2018-09-23T00:00:00,0.75,2018,139,0.0819999575614929,18.6,0.0133,ozone
84,23.0,0.0,2018-09-22T00:00:00,0.75,2018,200,0.0995999574661255,19.5,0.0217,ozone
77,24.0,2.1,2018-08-30T00:00:00,1.0,2018,70,0.0608000010251999,19.5,0.0087,ozone
77,24.0,0.0,2018-09-07T00:00:00,1.0,2018,201,0.0910999774932861,24.9,0.0281,ozone
77,24.0,1.5,2018-06-28T00:00:00,1.0,2018,79,0.0636999607086182,19.9,0.015,ozone
71,25.0,0.0,2018-07-18T00:00:00,1.0,2018,201,0.0907999873161316,27.3,0.0333,ozone
68,25.0,0.0,2018-08-17T00:00:00,1.0,2018,201,0.0863999724388123,25.4,0.0184,ozone
84,25.0,1.5,2018-08-24T00:00:00,1.0,2018,133,0.0801999568939209,46.3,0.0104,ozone
66,25.0,2.1,2018-07-15T00:00:00,1.0,2018,51,0.0531000047922134,12.1,0.0098,pm25
85,25.0,1.5,2018-08-23T00:00:00,1.0,2018,123,0.0771999955177307,35.0,0.0106,ozone
76,26.0,0.0,2018-08-20T00:00:00,1.0,2018,201,0.0866000056266785,30.2,0.0294,ozone
77,26.0,0.0,2018-08-21T00:00:00,1.0,2018,146,0.083899974822998,31.2,0.0151,ozone
81,26.0,0.0,2018-06-30T00:00:00,1.0,2018,89,0.0666999816894531,16.0,0.0146,ozone
86,17.5,0.0,2018-04-02T00:00:00,0.25,2018,54,0.0419999994337559,13.6,0.0124,pm25
89,18.5,0.0,2018-11-03T00:00:00,0.75,2018,102,0.064799964427948,35.9,0.0354,pm25
73,19.5,1.5,2018-10-29T00:00:00,0.75,2018,43,0.0388999916613102,10.3,0.0152,pm25
95,19.5,0.0,2018-10-27T00:00:00,0.75,2018,143,0.0829999446868896,32.5,0.0508,ozone
93,19.5,0.0,2018-10-28T00:00:00,0.75,2018,107,0.0726999640464783,32.7,0.04,ozone
97,19.5,0.0,2018-10-25T00:00:00,0.75,2018,86,0.0653999447822571,28.6,0.0579,pm25
82,20.5,3.6,2018-05-17T00:00:00,0.25,2018,53,0.055699996650219,11.3,0.0072,ozone
90,20.5,0.0,2018-05-27T00:00:00,0.25,2018,52,0.0491999946534634,12.7,0.016,pm25
86,20.5,2.1,2018-05-18T00:00:00,0.25,2018,52,0.0553000010550022,12.1,0.0103,ozone
82,20.5,0.0,2018-10-17T00:00:00,0.75,2018,96,0.0687999725341797,20.7,0.0435,ozone
83,21.5,0.0,2018-10-09T00:00:00,0.75,2018,94,0.0680999755859375,15.4,0.0304,ozone
94,22.5,1.5,2018-10-04T00:00:00,0.75,2018,57,0.0421999953687191,15.0,0.0145,pm25
78,22.5,1.5,2018-06-20T00:00:00,1.0,2018,97,0.0691999793052673,14.0,0.0132,ozone
95,22.5,1.5,2018-10-05T00:00:00,0.75,2018,87,0.0446000024676323,29.1,0.0139,pm25
57,22.5,1.5,2018-06-21T00:00:00,1.0,2018,98,0.0692999958992004,12.7,0.0099,ozone
58,23.5,2.1,2018-09-12T00:00:00,1.0,2018,56,0.0536000058054924,14.7,0.0136,pm25
77,23.5,0.0,2018-09-09T00:00:00,1.0,2018,127,0.078499972820282,18.4,0.0124,ozone
81,23.5,1.5,2018-06-26T00:00:00,1.0,2018,128,0.0786999464035034,14.3,0.0152,ozone
50,24.5,2.1,2018-07-09T00:00:00,1.0,2018,80,0.0637999773025513,20.4,0.0165,ozone
77,24.5,1.5,2018-09-03T00:00:00,1.0,2018,127,0.0782999992370605,26.8,0.0162,ozone
65,24.5,0.0,2018-07-10T00:00:00,1.0,2018,201,0.0863999724388123,17.1,0.0221,ozone
66,25.5,0.0,2018-08-11T00:00:00,1.0,2018,110,0.0666999816894531,39.0,0.0162,pm25
70,25.5,0.0,2018-08-12T00:00:00,1.0,2018,94,0.0680999755859375,19.9,0.013,ozone
88,9.6,0.0,2018-02-24T00:00:00,0.0,2018,63,0.0411999933421612,17.9,0.0544,pm25
96,9.6,0.0,2018-02-27T00:00:00,0.0,2018,60,0.035300001502037,16.2,0.0422,pm25
98,10.1,0.0,2018-01-27T00:00:00,0.0,2018,84,0.0324999988079071,27.9,0.0613,pm25
98,10.1,0.0,2018-01-22T00:00:00,0.0,2018,90,0.0353999920189381,30.5,0.0508,pm25
97,10.1,0.0,2018-01-29T00:00:00,0.0,2018,92,0.0278000012040138,31.7,0.0738,pm25
99,11.1,0.0,2018-02-01T00:00:00,0.0,2018,152,0.0476999953389168,57.5,0.0662,pm25
99,11.1,0.0,2018-02-02T00:00:00,0.0,2018,144,0.0549999997019768,52.9,0.0568,pm25
100,11.6,0.0,2018-12-29T00:00:00,0.0,2018,133,0.0333999916911125,48.3,0.0583,pm25
99,11.6,0.0,2018-01-12T00:00:00,0.0,2018,87,0.0278999917209148,29.0,0.0643,pm25
99,11.6,0.0,2018-01-17T00:00:00,0.0,2018,110,0.0171000026166439,39.2,0.052,pm25
98,11.6,0.0,2018-02-06T00:00:00,0.0,2018,146,0.0591999962925911,53.7,0.0878,pm25
98,12.1,0.0,2018-03-19T00:00:00,0.0,2018,41,0.0443999916315079,9.0,0.0628,ozone
99,12.1,0.0,2018-01-06T00:00:00,0.0,2018,68,0.0201999954879284,20.1,0.0233,pm25
98,12.1,0.0,2018-01-10T00:00:00,0.0,2018,127,0.0346000045537949,46.2,0.0251,pm25
95,12.1,0.0,2018-02-10T00:00:00,0.0,2018,103,0.0511000044643879,36.3,0.0365,pm25
100,12.6,0.0,2018-12-16T00:00:00,0.75,2018,77,0.0361000038683414,24.5,0.035,pm25
100,12.6,0.0,2018-12-27T00:00:00,0.0,2018,98,0.0179999992251396,34.4,0.0653999,pm25
89,12.6,0.0,2018-03-27T00:00:00,0.25,2018,54,0.0498000010848045,13.5,0.0223,pm25
98,13.1,0.0,2018-03-16T00:00:00,0.0,2018,53,0.0361999943852425,13.2,0.0241,pm25
100,13.1,0.0,2018-12-17T00:00:00,0.75,2018,73,0.0281999967992306,22.6,0.0254,pm25
100,13.1,0.0,2018-12-19T00:00:00,0.75,2018,91,0.0338999927043915,31.2,0.0773,pm25
100,13.1,0.0,2018-12-18T00:00:00,0.75,2018,72,0.0319999977946281,22.1,0.0763,pm25
100,13.1,0.0,2018-12-26T00:00:00,0.0,2018,112,0.0249999985098839,39.8,0.0612,pm25
99,13.1,0.0,2018-03-11T00:00:00,0.0,2018,59,0.0531000047922134,15.8,0.025,pm25
100,13.1,0.0,2018-12-22T00:00:00,0.0,2018,107,0.0201999954879284,37.9,0.0235,pm25
98,13.6,0.0,2018-03-12T00:00:00,0.0,2018,57,0.0434999987483025,15.1,0.0361,pm25
98,13.6,0.0,2018-12-11T00:00:00,0.75,2018,82,0.0226999968290329,26.8,0.0613,pm25
100,13.6,0.0,2018-12-12T00:00:00,0.75,2018,75,0.0258000008761883,23.6,0.0642,pm25
85,13.6,3.1,2018-03-25T00:00:00,0.25,2018,41,0.0444999970495701,6.6,0.0045,ozone
97,13.6,0.0,2018-11-21T00:00:00,0.75,2018,96,0.0373999923467636,33.4,0.0285,pm25
97,14.1,0.0,2018-12-05T00:00:00,0.75,2018,60,0.0301000028848648,16.5,0.0233,pm25
100,14.1,0.0,2018-12-03T00:00:00,0.75,2018,74,0.0338999927043915,22.8,0.0479,pm25
100,14.1,0.0,2018-12-06T00:00:00,0.75,2018,85,0.016499999910593,28.1,0.0499,pm25
98,14.6,0.0,2018-11-23T00:00:00,0.75,2018,91,0.0338000021874905,31.0,0.0193,pm25
82,14.6,0.0,2018-04-19T00:00:00,0.25,2018,44,0.0476000048220158,7.5,0.0191,ozone
92,15.1,0.0,2018-11-17T00:00:00,0.75,2018,162,0.0720999836921692,76.1,0.0584,pm25
89,15.6,0.0,2018-11-15T00:00:00,0.75,2018,158,0.0529999993741512,68.8,0.0743,pm25
95,15.6,0.0,2018-04-22T00:00:00,0.25,2018,84,0.0651999711990356,20.3,0.0146,ozone
